noid;zona_postal;codigo_postal;limite_norte;limite_sur;limite_este;limite_oeste;tipo;barrios_contenidos_en_el_codigo_postal;veredas_contenidas_en_el_codigo_postal;codigo_municipio
3500;5070;507011;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;El Barro- El Carmen-  La Raya;50680
3501;8120;812018;CAÑO LOS ARAGUATOS;RÍO META;VENEZUELA;M. HATO COROZAL;Rural;Sin Informacion de Barrios;Campo Abierto- Juriepe-  La Esperanza-  La Vírgen-  Lejanas de Juriepe-  Los Pasados-  Nueva Antioquia-  Resguardo Indigena-  Santa Bárbara;81220
3502;1508;150847;MUNICIPIO LA UVITA;MUNICIPIO SOCOTA;MUNICIPIO CHITA;M. SUSACÓN Y SATIVANORTE;Rural;Sin Informacion de Barrios;Bácota- Cañitas-  Centro-  Chilcal-  Cocubal-  Datal-  Estancia-  Juncal-  La Estancia-  Ovejera-  Pueblo Viejo-  San Bernardo-  Tapias-  Tíntoba;15368
3503;4150;415088;MPIO. PURACÉ Y LA PLATA;M. SALADOBLANCO Y OPORAPA;VÍA BELÉN-OPORAPA;M. ISNOS Y SALADOBLANCO;Rural;Sin Informacion de Barrios;ALTO PENSIL- BAJO PENSIL-  BELEN-  EL CONGRESO-  EL PENSIL-  EL ROSARIO-  LA ESTACION-  LOURDES-  MARSELLA-  SAN ROQUE;41378
3504;7010;701058;VÍA LOS PALMITOS-SAN PEDRO;M. COROZAL- SAN J. DE BE. Y  SAN L. DE S.;MUNICIPIO SAN PEDRO;MUNICIPIO MORROA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;70418
3505;5440;544038;MUNICIPIO TOLEDO;M. CONCEPCIÓN Y CUBARÁ;MUNICIPIO CUBARÁ;RÍO VALEGRA;Rural;Sin Informacion de Barrios;Buena Vista- Campo Hermoso-  El Encanto-  El Mesón-  La Mesa-  La Reserva-  Morretón-  Rio Colorado-  Rio Negro-  San Carlos-  Santa Ines;54174
3506;7335;733528;MUNICIPIO FLANDES;MUNICIPIO GUAMO;MUNICIPIO SUÁREZ;VÍA GIRARDOT-GUAMO;Rural;Sin Informacion de Barrios;Canastos- Cardonal-  El Colegio-  Quinto Chipuelo-  Serrezuela Primavera-  Sucre;73268
3507;1536;153610;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15104
3508;2300;230004;CL  9;LIMITE URBANO;LIMITE URBANO;RIO SINÚ;Urbano;1 de Mayo- 2 de Septiembre- Alfonso Lopez- Andalucía- Boston- Brisas del Sinú- Colina Real- Edmundo López- Edmundo López II- El Paraíso- El Prado- El Tendal- Furatena- Galilea- La Campiña- La Candelaria- La Coquera- La Granja- Las Colinas (El Cerro)- Los;El Prado;23001
3509;7605;760520;DG 0;CL 18;KR 26;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;76233
3510;2502;250201;KR 1;KR 11A;CL 10;CL 2 E;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;25799
3511;1530;153007;M. GUAYATA- ALMEIDA Y MACANAL;MUNICIPIO GACHALA;MUNICPIO SANTA MARIA;MUNICIPIO UBALA;Rural;Sin Informacion de Barrios;CHivor CHiquito- Curiavaca Arriba-  EL CARMEN-  El Higueron-  El Mimo-  El Pino-  La Esmeralda-  La Esperanza-  LA PLAYA-  MONTECRISTO-  MUNDO NUEVO-  SAN ANTONIO ROSA-  San Francisco-  Sinai;15236
3512;2740;274057;MPIO. NOVITA Y SAN JOSE DEL PALMAR;QUEBRADA SOROBIATA Y RÍO (PERMANENTE);MPIO. EL CAIRO- VERSALLES Y EL DOVIO;RÍO SIPÍ;Rural;Sin Informacion de Barrios;Alto Miranda- Balkanes-  Buenavista-  El Dumar-  El Tulcán-  La Aurora-  La Dorada-  La Palma-  La Pradera-  Lituania-  Maravélez-  Sabanablanca;27745
3513;1540;154020;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15232
3514;2500;250038;MPIO. SUBACHOQUE Y EL ROSAL;MUNICIPIO FUNZA;MPIO. TENJO;VIA MADRID - STA. CECILIA;Rural;Sin Informacion de Barrios;CARRASQUILLA- LOS ARBOLES-  SANTA CRUZ-  VALLE DE ABRA;25430
3515;830;83002;CL 17E- KR 52B- 53 Y 56;KR 25 Y 27;M. SITIONUEVO;CL 34- 35 Y AV BOYACA;Urbano;20 de Julio- Centenario- Costa Hermosa- El Cabrero- El Ferry- El Hipódromo- El Porvenir- El Río Santa Inés- El Triunfo- El Tucán- La Rivera- La Victoria Vieja- Las Ferias- Los Arrayanes- Primero de Mayo- Salamanca- Urbanización Las Margaritas- Urbanizació;Sin Informacion de Veredas;8758
3516;7310;731020;CL 20;CL 8 S;KR 8 E;KR 19;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;73408
3517;2020;202001;CL 6;CL 1;KR 1;KR 15;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;20443
3518;5215;521568;RÍO (PERMA.) Y VÍA TAMI.-LA UNIÓN;VÍA STA. CECI.-LA GRANA. Y RÍO (PER.);MUNICIPIO SAN LORENZO;MPIO. POLICARPA Y EL PEÑOL;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;52786
3519;4740;474047;MUNICIPIO SANTA ANA;MUNICIPIO SAN ZENÓN;RÍO (PERMANENTE);MUNICIPIO SANTA ANA;Rural;Sin Informacion de Barrios;Cabrera;47545
3520;7615;761560;CL 0;CL 17;KR 15;KR 5;Urbano;Sin Informacion de Barrios;Cabecera Municipal- Calle Larga-  La Aguadita;76250
3521;1528;152827;MPIO. MACANAL Y CAMPOHERMOSO;MPIO. UBALA Y PARATEBUENO;MPIO. SAN LUIS DE GACENO;M. CHIVOR- GACHALÁ Y UBALÁ;Rural;Sin Informacion de Barrios;GAZAJUVO- GIBRALTAR-  LA FLORESTA-  LA ROMANZA-  LAS LAJAS-  MAMBITA CENTRO-  SANTA LUCIA-  SOYA;15690
3522;5280;528038;QUEBRADA PAPI;RÍO PATÍA;MUNICIPIO MAGÜI;RÍO PATÍA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;52621
3523;7335;733597;MPIO. RICAURTE Y MELGAR;MPIO. SUÁREZ Y CUNDAY;MPIO. MELGAR Y CUNDAY;MUNICIPIO SUÁREZ;Rural;Sin Informacion de Barrios;Arrayanes- Bacalla-  Bombote-  Ceboruco-  La Guadita-  La Salada-  La Siberia-  Limonal-  San Cristóbal-  San Rafael-  Sinai-  Veraguas;73148
3524;9430;943017;MUNICIPIO PUERTO COLOMBIA;PAÍS BRASIL;RÍO MEMACHÍ Y PAÍS BRASIL;CAÑO MIRTÍ Y RÍO (PERMANENTE);Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;94887
3525;1524;152460;CL 13;LIMITE URBANO;LIMITE URBANO;KR 9;Urbano;Sin Informacion de Barrios;Comunidad- Santa Barbara;15542
3526;800;80013;KR  6;DG  83;CL 90 Y 51B;M. GALAPA;Urbano;San Luis- San Roque I- Santa María- Siete de Abril- Veinte de Julio- Villa San Pedro II;Sin Informacion de Veredas;8001
3527;4160;416089;RÍO (PERMANENTE);MUNICIPIO ACEVEDO;VÍA SUAZA-ACEVEDO;MUNICIPIO TIMANA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;41770
3528;8520;852018;MPIO. TAME Y PUERTO RONDÓN;MUNICIPIO PAZ DE ARIPORO;CAÑO SAMUCO;RÍO CHIRE Y CAÑO COBIJAS;Rural;Sin Informacion de Barrios;Aricoporo- El Café-  El Rubí-  El Suni-  El Zamuco-  La Colombina-  La Reserva-  Las Tijeras-  Morichales-  Puerto Brasilia;85125
3529;6840;684009;MPIO. GIRÓN Y PIEDECUESTA;Q. LOS SANT. - PARQ. NAL. CHICAMO.;VÍA PARQ. NAL. CHI.-PIEDECUESTA;MUNICIPIO ZAPATOCA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;68418
3530;6825;682558;RÍO GUACHA Y VIA OIBA-ENCINO;MUNICIPIO DUITAMA;MUNICIPIO ENCINO;M. OIBA- SUAITA- GAMBITA Y PAIPA;Rural;Sin Informacion de Barrios;Nemizaque- Santa Helena;68167
3531;5450;545057;MUNICIPIO SARDINATA;MUNICIPIO SALAZAR;MPIO. EL ZULIA Y SANTIAGO;MUNICIPIO LOURDES;Rural;Sin Informacion de Barrios;Aguadulce- Azul Alto-  Bellavista-  Boyacá-  Cabecera Municipal-  Cacahuala-  El Alto-  El Cedral-  El Mirador-  El Paramo-  El Rosario-  El Triunfo-  Fátima-  Guaimaral-  Jacome-  La Garza-  La Pajuila-  Los Naranjos-  Miraflores-  Naranjal-  Nuestra Señ;54313
3532;1925;192538;VÍA PÁEZ - INZÁ;RELIEVE MONTAÑOSO;VÍA PEDREGAL-STA. TERESA;VÍA INZÁ-TOTORÓ;Rural;Sin Informacion de Barrios;Alto de la Cruz- Carmen de Vibora-  Cauchito-  El Escobal-  El Lago-  El LLano-  El Rincón-  El Socorro-  Fatima-  Guanacas-  Guetaco-  La Lagunita-  La Manga-  La Palma-  Piramide-  Resguardo la Gaitana-  Resguardo la Gaitana-  Rio Negro-  Santa Luca-  S;19355
3533;9530;953017;RÍO TUNIA O MACAYÁ;MPIO. SAN VICENTE DEL CAGUÁN;RÍO TELEYA Y (PERMANENTE);MPIO. LA MACARENA Y SAN VI. DEL CAGUÁN;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;95015
3534;6800;680006;CL 31 Y CL 45;CL  50;KR  24;M. GIRÓN;Urbano;Alfonso Lopez- Bolívar- Campo Hermoso- Centro- Chorreras de Don Juan- Cinco de Enero- García Róvira- José A Galán- La Estrella- La Joya- La Palma- Pantano- Primero de Mayo- Rincón de La Paz;Sin Informacion de Veredas;68001
3535;7625;762528;Q/DA. LAS CAÑAS Y RÍO (PERMANENTE);MUNICIPIO BUGALAGRANDE;MUNICIPIO SEVILLA;MUNICIPIO BOLÍVAR;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;76895
3536;1915;191547;MUNICIPIO MIRANDA;MUNICIPIO CALOTO;MUNICIPIO CORINTO;M. PTO. TEJADA Y CALOTO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;19513
3537;578;57838;RÍO SAN JUAN;VÍA SAN P DE URABA - VALENCIA;MUNICIPIO VALENCIA;MUNICIPIO TURBO;Rural;Sin Informacion de Barrios;Almagritas- Almagros-  Barbasco-  Botella de Oro-  Cabecera Municipal-  El Brasil-  El Caiman-  El Caño-  El Porvenir-  El Pozon-  El Pueblito-  El Tomate-  El Zumbido-  Filo-  Guartinajo-  La Arenosa-  La Florida-  La Nevada-  Las Pavas-  Macondo-  Molin;5665
3538;830;83028;M. SOLEDAD Y GALAPA;M. POLONUEVO;NO SE ENCONTRO NINGUN LIMITE PARA ESTE COSTADO;MUNICIPIO BARANOA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;8433
3539;578;57810;CL 34;CL 7;KR 10;KR 24;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;5659
3540;7300;730007;MUNICIPIO ANZOATEGUI;VIA IBAGUE - ALVARADO;MUNICIPIO ALVARADO;QUEBRADA SANTA ROSA;Rural;Sin Informacion de Barrios;Ambala- Ancon Tesorito-  Aures-  Carrizales-  Chimoe-  China Alta-  China Media-  Cucuni-  El Cologio-  El Ecuador-  El Jaguo-  El Rubi-  Gran Bernardo-  La Belleza-  La Caima-  La China-  La Flor-  La Helena-  La Isabela-  La Mina-  La Palmilla-  La Plum;73001
3541;5235;523520;LIMITE URBANO;LIMITE URBANO;LIMITE  URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;52287
3542;4170;417047;RÍO GUARAPAS Y MPIO. ISNOS;RÍO (PERMANENTE);VÍA PITALITO-BRUCELAS;MPIO. SAN AGUSTÍN;Rural;Sin Informacion de Barrios;ALTO MATANZAS- CABECERAS-  CAMBEROS-  CONTADOR-  ERMITA-  HACIENDA-  MATANZAS-  PALMAR CRIOLLO-  REMOLINO-  SANTA CLARA;41551
3543;5230;523028;MUNICIPIO GUAITARILLA;RÍO (PERMANENTE);MUNICIPIO YACUANQUER;M. TUQUERRES Y OSPINA;Rural;Sin Informacion de Barrios;Alban- Bella Vista-  Campo Alegre-  Camuestes-  Casco Urbano-  Chapacual-  CHirristes-  Cuarchud-  El Alisal-  El Carmen-  El Tablón-  Imbued-  Imbued-  Manzano Las Nieves-  Minda-  Pescadillo-  Potachuelo-  San Isidro-  San Pedro-  San Sebastian-  Santa;52354
3544;5030;503028;MPIO. SAN MARTÍN Y PTO. GAITÁN;CAÑO OVEJAS- CLARO- CUMA. Y RÍO SIARE;CAÑO EL PALMAR;MUNICIPIO PUERTO LLERAS;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;50325
3545;5245;524501;CL 9;CL 1;A CONTADERO;KR 12;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;52323
3546;1504;150428;MPIO. GAMBITA Y PAIPA;RÍO ARCABUCO Y ACUSA;QUEBRADA HONDA;MPIO. COMBITA Y GAMBITA;Rural;Sin Informacion de Barrios;Angostura- Bosigas-  Chonquira-  Gaunza A-  Gaunza B-  Guaguani-  Monterredondo-  Montevargas-  Moral-  Salitre-  Siatoca-  Soconcusa in-  Sotaquira-  Tierra Negra-  Toma;15763
3547;8620;862007;MPIO. PASTO Y VILLAGARZÓN;VÍA PTO. ASIS-EL LIBANO Y RÍO SUCIO;MUNICIPIO PUERTO CAICEDO;MPIO. CORDOBA- PUERRES Y PASTO;Rural;Sin Informacion de Barrios;El Verde- Santa Helena;86320
3548;1502;150240;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15187
3549;1508;150867;MUNICIPIO SAN MATEO;MUNICIPIO JERICO;M. EL COCUY Y CHITA;MUNICIPIO BOAVITA;Rural;Sin Informacion de Barrios;Cabecera Municipal- Cabuyal-  Carmelo-  Centro-  Cusagui-  El Carmen-  El Hatico-  Lagunilla-  Melona-  Ochaca-  Peñulla-  San Antonio-  San Ignacio-  San Jose-  Vargas;15403
3550;2500;250070;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;El Carmen- El Progreso- La Inmaculada- La Paz- Parques del Muña- San Jorge- San José- San Juan- San Martín- San Rafael- Santa Isabel- Santa Teresa;LA HONDA- LA MACARENA-  PERICO-  PIE DE ALTO SAN JOSE;25740
3551;7600;760012;KR  7;KR  22- 19 Y 11;M. PALMIRA;AC ORIENTAL;Urbano;Alfonso Lopez I- Alfonso Lopez II- Alfonso Lopez III- Puerto Mallarino- Puerto Nuevo- Siete de Agosto- Urbanización El Ángel del Hogar;Sin Informacion de Veredas;76001
3552;7615;761547;MPIO. VERSALLES Y TORO;RÍO (PERMANENTE) Y LIM. URB.;MUNICIPIO TORO;MPIO. VERSALLES Y EL DOVIO;Rural;Sin Informacion de Barrios;El Castillo- Potreritos;76400
3553;510;51017;M. ENTRERRIOS Y BELMIRA;M. BELLO Y COPACABANA;MUNICIPIO DON MATIAS;MUNICIPIO SAN JERONIMO;Rural;Sin Informacion de Barrios;Alto de medina- Cabecera Municipal-  Cereales-  Cerezales-  Cuartas-  El Espinal-  El Rano-  El Tambo-  El Tambo-  La Apretel-  La Cuchilla-  La Palma-  La Pulgarina-  Las Ánimas-  Río Chico-  San Francisco-  Santa Barbara-  Zarzal La Luz;5664
3554;5215;521567;VÍA STA. CECI.-LA GRANA. Y RÍO (PER.);M. EL TAMBO Y CHACHAGÜI;MUNICIPIO SAN LORENZO;MUNICIPIO EL PEÑOL;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;52786
3555;9440;944017;MPIO. CUMARIBO E INÍRIDA;CAÑO CUICA Y RÍO (PERMANENTE);MUNICIPIO INÍRIDA;CAÑO MINISIARE;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;94343
3556;2512;251238;MPIO. MACHETÁ Y MANTA;MUNICIPIO JUNÍN;VIA GACHETÁ - MANTA;MUNICIPIO GUATAVITA;Rural;Sin Informacion de Barrios;AMOLADERO- Bómbita-  Cabecera Municipal-  Cusaquín-  JUNQUIN-  LA VEGA-  MONQUETIVA-  Moquentiva-  PALMAR ARRIBA-  POTRERITOS-  Resguardo II-  Salinas-  SAN ISIDRO ALTO-  SAN JOSE-  SAN PEDRO-  SAN ROQUE-  SANTA BARBARA-  Tasajeras-  Zaque;25297
3557;1536;153640;CL 12;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Choquira;15861
3558;6805;680551;CL 8;CL 1;KR 1;KR 8B;Urbano;Sin Informacion de Barrios;Cabecera Municipal;68169
3559;5060;506067;RÍO GUAPE;MPIO. MESETAS Y SAN J. DE ARAMA;MUNICIPIO GRANADA;MUNICIPIO URIBE;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;50400
3560;4750;475050;CL 1;LIMITE URBANO;KR 16;KR 4A;Urbano;18 de Febrero- Alto de Tapegua- Alto Prado- El Carmen- El Centro- Instituto- La Concepción- La Soledad- Las Carolinas- Pueblo Nuevo- San Isidro- San Sebastián- Simón Bolívar- Villa Lia;Sin Informacion de Veredas;47798
3561;2010;201008;MUNICIPIO FUNDACIÓN;MUNICIPIO VALLEDUPAR;VÍA VALLEDUPAR-EL PLAYÓN;MUNICIPIO EL COPEY;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;20570
3562;1546;154680;A FINCA;A PALMAR;A BRICEÑO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15832
3563;5205;520508;MPIO. ARBOLEDA-BERRUECOS;MUNICIPIO PASTO;RÍO IJAGUI Y RÍO (PERMANENTE);RÍO PUESAGUILLO Y RÍO (PERMANENTE);Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;52110
3564;2516;251640;CL 11;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;CARRIZAL- COASAVISTA-  LAVADERO-  RESGUARDO;25279
3565;5215;521507;MUNICIPIO LA UNIÓN;M. ARBOLEDA Y SAN J. DE ALBÁN;MUNICIPIO SAN BERNARDO;VÍA LA UNIÓN -SAN J. DE ALBÁN;Rural;Sin Informacion de Barrios;Botanilla- Chapiurco-  Chimayoy Alto-  Chimayoy Bajo-  Domingo Loma-  El Salado-  La Comunidad-  La Riconada-  Las Acacias-  Martín-  San Isidro-  Volador-  Yerbabuenal;52694
3566;5285;528529;RIO ROSARIO;RIO SABALETA;RELIEVE MONTAÑOSO;VIA TUMACO - BARBACOA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;52835
3567;6845;684501;CL 6;CL 2;KR 2;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Cabecera Municipal- Patachoque;68324
3568;6825;682521;LIMITE URBANO;LIMITE URBANO;KR 1 BIS;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;68502
3569;1528;152801;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15667
3570;9910;991028;CAÑO MATAVÉN Y DUME;MPIO. INÍRIDA Y BARRANCO MINAS;RÍO (PERMANENTE);CAÑO CHUPABE;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;99773
3571;9130;913018;RÍO MOÉ (CAÑO MENAJE);RÍO ESPERANZA;MUNICIPIO LA CHORRERA;PERÚ;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;91263
3572;6825;682501;CL 9A;CL 1;KR 1;KR 14;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;68464
3573;6310;631027;MUNICIPIO PEREIRA;VÍA FILANDIA-SALENTO-COCORA;MPIO. IBAGUÉ- ANZOÁTEGUI Y STA. ISABEL;MPIO. CIRCASIA Y FILANDIA;Rural;Sin Informacion de Barrios;Boquia- Cabecera Municipal-  Llano Grande-  Palestina-  Zona Paramo;63690
3574;1522;152201;CL 11;LIMITE URBANO;KR 3 E;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15466
3575;554;55448;VEREDA  LA VALERIA  Y  M. LA ESTRELLA;VEREDA CARDALITO  Y  M. FREDONIA;VEREDA  LA CLARA  Y  LIMITE URBANO;M. AMAGA Y ANGELOPOLIS;Rural;Sin Informacion de Barrios;Aguacatala- Cabecera municipal-  El Cardal-  El Raizal-  La Bermejala-  La Chuscala-  La Clara-  La Culebra-  La Mina-  La Quiebra-  La Raya-  La Salada-  Piedra Verde-  Potrerillo-  Primavera;5129
3576;6840;684047;M. ZAPATOCA Y VILLANUEVA;VIA SAN GIL - BARICHARA;MUNICIPIO VILLANUEVA;M. ZAPATOCA Y GALÁN;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;68079
3577;1552;155207;VÍA (AFIRMADA) Y Q. DOS QUEBRADAS;M. OTANCHE Y YACOPUI;MUNICIPIO BOLIVAR;VÍA OTANCHE - PUERTO TRIUNFO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;15572
3578;6860;686048;RÍO CARARE;M. LANDÁZURI Y BOLIVAR;Q. LA PERDIDA Y RÍO GUAYABITO;RÍO CARARE;Rural;Sin Informacion de Barrios;Brasil- Cabecera Municipal-  Canime-  Caño Tilia-  Centro-  Cobaplata-  El Águila-  El Jardín-  El Rodeo-  Jamaica-  La Terraza-  Los Indios-  Patio Bonito-  Plaza Nueva-  San Lorenzo-  Santa Rosa-  Toroba Alta-  Toroba Baja;68190
3579;7645;764502;CL  20;CL  5 Y 6;CL  4A;KR  22;Urbano;12 de Abril- 6 de Enero- Bahía- Bolívar- Bosque Municipal- Camilo Torres- Carlos Holmes Trujillo- Doña Ceci- El Campín- El Jardín- El Pinal- El Porvenir- El Progreso- La Comuna- La Fortaleza- La Independencia- La Inmaculada- Las Américas- Miraflores- Mira;Sin Informacion de Veredas;76109
3580;4160;416040;CL 7;CL 1;KR 1;KR 13;Urbano;Sin Informacion de Barrios;EL ALTO- EL GUAMAL-  GUADALUPE-  LOS CAUCHOS;41319
3581;534;53448;M. SAN LUIS Y PTO. NARE;MUNICIPIO SONSÓN;QUEBRADA DORADAL;MUNICIPIO SAN LUIS;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;5591
3582;7335;733570;LIMITE URBANO;CL 3;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;73671
3583;2510;251037;MUNICIPIO SUESCA;MUNICIPIO ZIPAQUIRA;M. SUESCA Y GACHANCIPÁ;RÍO CHECUA Y NEUSA;Rural;Sin Informacion de Barrios;BARRANCAS- CERRO VERDE-  CHECUA-  CHITIVA ALTO-  MOGUIA-  PERICO-  SUSATA-  SUSATA;25486
3584;9510;951017;MPIO. SAN JOSE DEL G. Y MORICHAL;MUNICIPIO PAPUNAUA;MUNICIPIO MORICHAL;RÍO (PERMANENTE);Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;95025
3585;7615;761507;MUNICIPIO SIPÍ;M. ARGELIA Y VERSALLES;RÍO (PERMANENTE);MUNICIPIO SIPÍ;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;76246
3586;554;55412;CL 55- 56- 62 Y  63;CL 38- 37B Y 31;KR  49 S;KR  57;Urbano;Araucaria- Artex- Asturias- Centro- El Rosario- El Tablazo- Fátima- La Gloria- La Independencia- La Unión- Las Acacias- Las Américas- Las Mercedes- Los Naranjos- Playa Rica- San Isidro- San José- San Juan Bautista- Santa María La Nueva- Satexco- Villa Pau;Sin Informacion de Veredas;5360
3587;1520;152040;CL 9;CL 1 S;KR 0;KR 8;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15820
3588;2760;276010;KR 1;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Pueblo Nuevo- Pueblo Viejo;Sin Informacion de Veredas;27372
3589;2720;272030;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;27810
3590;1750;175031;CL  31;RIO MAGDALENA;RIO MAGDALENA;LIMITE URBANO;Urbano;Bucamba- Buenos Aires- Centro- Chicó- Conejo- Corea- El Cabrero- La Feipciaca- La Magdalena- La Soledad- Las Cruces- Las Delicias- Las Margaritas- Las Palmas- Las Villas- Liborio- Los Alpes- Los Laureles- Mobil- Obrero- Pilar Villegas- Plaza de Los Limone;ARA URBANA- BRISAS-  CEDRALES - PIEDRAS NEGRAS;17380
3591;548;54820;CL 19A;CL 1;KR 1;KR 15;Urbano;Sin Informacion de Barrios;Cabecera Municipal- Rio Arriba;5756
3592;1820;182010;CL 10 BIS;CL 5 S;KR 1;KR 8;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;18753
3593;2530;253048;MUNICIPIO GUAYABAL DE SIQUIMA;MUNICIPIO CACHIPAI;VIA CACHIPAI-ALTO DEL TRIGO;MPIO. QUIPILE Y BITUIMA;Rural;Sin Informacion de Barrios;MESITAS DE CABALLERO- PLATANAL;25040
3594;2532;253267;MPIO. SAN JUAN DE RÍO SECO;MUNICIPIO GUATAQUÍ Y PIEDRAS;M. SAN J. DE R.- PULI Y JERUSALEN;M. AMBALEMA Y VENADILLO;Rural;Sin Informacion de Barrios;Ambalema(Cabecera Municipal)- CAMPO ALEGRE-  CAPIAL-  EL BEBEDERO-  EL PALMAR  LA HOYA-  GRAMALOTAL-  GUACAMAYAS-  GUACHARACAS-  LA CHACARA-  LA POPA-  OCANDA-  Pajonales-  PAQUILO-  Playa Verde-  TALIPA-  TAPULO-  Vile;25086
3595;6610;661008;VÍA DOSQUEBRADAS-SANTA R. DE CABAL;MPIO. PEREIRA Y SANTA R. DE CABAL;MPIO. SANTA ROSA DE CABAL;LIMITE URBANO;Rural;Condominio Alta Pradera II- César Augusto- César Augusto Primera Etapa- César Augusto Segunda Etapa- César Augusto Tercera Etapa- Nueva Esperanza- Villa Mariala;Alto del Oso- Alto del Toro-  Boquerón-  Buena Vista-  Comuneros-  El Rodeo-  Frailes-  Gaitán-  La Divisa-  Las Mangas-  Libare-  Molinos-  Planadas-  Sabanitas-  San José;66170
3596;5280;528001;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;52427
3597;6805;680557;MPIO. MATANZA Y SURATÁ;MUNICIPIO TONA;MUNICIPIO VETAS;M. MATANZA Y BUCARAMANGA;Rural;Sin Informacion de Barrios;Pico y Palma;68169
3598;6850;685027;MUNICIPIO BOLIVAR;MPIO. SUCRE Y BOLIVAR;MUNICIPIO BOLIVAR;MUNICIPIO SUCRE;Rural;Sin Informacion de Barrios;Agua Blanca- Alto Ceiba-  Bajo Ceiba-  Boca del Horta-  Cabecera Municipal-  Cruces-  E Plan de Excehomo-  El Codo-  El Gaital-  El Venado-  Hoya DE Pepe-  Juniyn-  La Reforma-  LLano de Vargas-  Milan-  Ojo de Agua-  Otoval-  Robles-  San Antonio-  San P;68250
3599;524;52457;M. MONTELIBANO Y CAUCASIA;RÍO CAUCA;MUNICIPIO CAUCASIA;MUNICIPIO TARAZÁ;Rural;Sin Informacion de Barrios;El Porvenir- Pueblo Guapo-  Puerto Santo-  San Jose del Mar-  Vida Nueva;5120
